지역,연월,평균가격,날짜,기준금리
서북권,2015.12,556.2,2015-12-01,1.5
서남권,2015.12,555.8,2015-12-01,1.5
부산,2015.12,303.8,2015-12-01,1.5
대구,2015.12,312.3,2015-12-01,1.5
인천,2015.12,309.6,2015-12-01,1.5
광주,2015.12,246.2,2015-12-01,1.5
대전,2015.12,266.8,2015-12-01,1.5
울산,2015.12,303.3,2015-12-01,1.5
경기,2015.12,358.3,2015-12-01,1.5
강원,2015.12,181.1,2015-12-01,1.5
충북,2015.12,197.1,2015-12-01,1.5
충남,2015.12,210.4,2015-12-01,1.5
전북,2015.12,185.7,2015-12-01,1.5
전남,2015.12,167.1,2015-12-01,1.5
경북,2015.12,185.8,2015-12-01,1.5
경남,2015.12,244.8,2015-12-01,1.5
제주,2015.12,347.2,2015-12-01,1.5
서울,2016.01,616.0,2016-01-01,1.5
도심권,2016.01,709.8,2016-01-01,1.5
동북권,2016.01,502.6,2016-01-01,1.5
동남권,2016.01,925.6,2016-01-01,1.5
서북권,2016.01,564.9,2016-01-01,1.5
서남권,2016.01,549.0,2016-01-01,1.5
부산,2016.01,304.5,2016-01-01,1.5
대구,2016.01,315.1,2016-01-01,1.5
인천,2016.01,307.1,2016-01-01,1.5
광주,2016.01,242.9,2016-01-01,1.5
대전,2016.01,259.2,2016-01-01,1.5
울산,2016.01,305.7,2016-01-01,1.5
경기,2016.01,357.3,2016-01-01,1.5
강원,2016.01,187.2,2016-01-01,1.5
충북,2016.01,201.8,2016-01-01,1.5
충남,2016.01,209.8,2016-01-01,1.5
전북,2016.01,185.4,2016-01-01,1.5
전남,2016.01,167.5,2016-01-01,1.5
경북,2016.01,182.5,2016-01-01,1.5
경남,2016.01,239.8,2016-01-01,1.5
제주,2016.01,354.9,2016-01-01,1.5
서울,2016.1,688.5,2016-01-01,1.5
도심권,2016.1,788.7,2016-01-01,1.5
동북권,2016.1,558.2,2016-01-01,1.5
동남권,2016.1,989.2,2016-01-01,1.5
서북권,2016.1,654.6,2016-01-01,1.5
서남권,2016.1,610.4,2016-01-01,1.5
부산,2016.1,353.6,2016-01-01,1.5
대구,2016.1,336.3,2016-01-01,1.5
인천,2016.1,338.1,2016-01-01,1.5
광주,2016.1,259.8,2016-01-01,1.5
대전,2016.1,274.8,2016-01-01,1.5
울산,2016.1,330.3,2016-01-01,1.5
경기,2016.1,406.3,2016-01-01,1.5
강원,2016.1,199.9,2016-01-01,1.5
충북,2016.1,214.6,2016-01-01,1.5
충남,2016.1,207.9,2016-01-01,1.5
전북,2016.1,196.4,2016-01-01,1.5
전남,2016.1,177.3,2016-01-01,1.5
경북,2016.1,195.2,2016-01-01,1.5
경남,2016.1,260.1,2016-01-01,1.5
제주,2016.1,390.1,2016-01-01,1.5
서울,2016.02,614.0,2016-02-01,1.5
도심권,2016.02,702.2,2016-02-01,1.5
동북권,2016.02,501.1,2016-02-01,1.5
동남권,2016.02,939.6,2016-02-01,1.5
서북권,2016.02,545.8,2016-02-01,1.5
서남권,2016.02,556.7,2016-02-01,1.5
부산,2016.02,306.1,2016-02-01,1.5
대구,2016.02,320.4,2016-02-01,1.5
인천,2016.02,308.0,2016-02-01,1.5
광주,2016.02,250.4,2016-02-01,1.5
대전,2016.02,262.0,2016-02-01,1.5
울산,2016.02,303.4,2016-02-01,1.5
경기,2016.02,362.3,2016-02-01,1.5
강원,2016.02,186.7,2016-02-01,1.5
충북,2016.02,202.1,2016-02-01,1.5
충남,2016.02,207.3,2016-02-01,1.5
전북,2016.02,185.0,2016-02-01,1.5
전남,2016.02,166.9,2016-02-01,1.5
경북,2016.02,179.8,2016-02-01,1.5
경남,2016.02,244.4,2016-02-01,1.5
제주,2016.02,347.8,2016-02-01,1.5
서울,2016.03,639.2,2016-03-01,1.5
도심권,2016.03,747.8,2016-03-01,1.5
동북권,2016.03,508.5,2016-03-01,1.5
동남권,2016.03,1011.8,2016-03-01,1.5
서북권,2016.03,561.5,2016-03-01,1.5
서남권,2016.03,546.5,2016-03-01,1.5
부산,2016.03,308.0,2016-03-01,1.5
대구,2016.03,315.1,2016-03-01,1.5
인천,2016.03,303.7,2016-03-01,1.5
광주,2016.03,243.1,2016-03-01,1.5
대전,2016.03,251.5,2016-03-01,1.5
울산,2016.03,305.0,2016-03-01,1.5
경기,2016.03,364.2,2016-03-01,1.5
강원,2016.03,188.9,2016-03-01,1.5
충북,2016.03,202.1,2016-03-01,1.5
충남,2016.03,204.3,2016-03-01,1.5
전북,2016.03,182.4,2016-03-01,1.5
전남,2016.03,162.3,2016-03-01,1.5
경북,2016.03,180.7,2016-03-01,1.5
경남,2016.03,240.2,2016-03-01,1.5
제주,2016.03,350.0,2016-03-01,1.5
서울,2016.04,682.4,2016-04-01,1.5
도심권,2016.04,737.5,2016-04-01,1.5
동북권,2016.04,520.5,2016-04-01,1.5
동남권,2016.04,1039.7,2016-04-01,1.5
서북권,2016.04,578.8,2016-04-01,1.5
서남권,2016.04,572.8,2016-04-01,1.5
부산,2016.04,314.2,2016-04-01,1.5
대구,2016.04,309.5,2016-04-01,1.5
인천,2016.04,311.4,2016-04-01,1.5
광주,2016.04,240.4,2016-04-01,1.5
대전,2016.04,256.2,2016-04-01,1.5
울산,2016.04,309.1,2016-04-01,1.5
경기,2016.04,376.4,2016-04-01,1.5
강원,2016.04,191.5,2016-04-01,1.5
충북,2016.04,205.3,2016-04-01,1.5
충남,2016.04,202.8,2016-04-01,1.5
전북,2016.04,182.4,2016-04-01,1.5
전남,2016.04,163.9,2016-04-01,1.5
경북,2016.04,180.7,2016-04-01,1.5
경남,2016.04,242.5,2016-04-01,1.5
제주,2016.04,357.0,2016-04-01,1.5
서울,2016.05,689.8,2016-05-01,1.5
도심권,2016.05,770.8,2016-05-01,1.5
동북권,2016.05,521.7,2016-05-01,1.5
동남권,2016.05,1034.4,2016-05-01,1.5
서북권,2016.05,584.9,2016-05-01,1.5
서남권,2016.05,589.7,2016-05-01,1.5
부산,2016.05,322.7,2016-05-01,1.5
대구,2016.05,305.0,2016-05-01,1.5
인천,2016.05,312.1,2016-05-01,1.5
광주,2016.05,241.2,2016-05-01,1.5
대전,2016.05,260.9,2016-05-01,1.5
울산,2016.05,298.7,2016-05-01,1.5
경기,2016.05,381.7,2016-05-01,1.5
강원,2016.05,187.7,2016-05-01,1.5
충북,2016.05,202.0,2016-05-01,1.5
충남,2016.05,200.6,2016-05-01,1.5
전북,2016.05,182.0,2016-05-01,1.5
전남,2016.05,162.5,2016-05-01,1.5
경북,2016.05,177.8,2016-05-01,1.5
경남,2016.05,239.9,2016-05-01,1.5
제주,2016.05,351.4,2016-05-01,1.5
서울,2016.06,677.1,2016-06-01,1.25
도심권,2016.06,764.7,2016-06-01,1.25
동북권,2016.06,528.1,2016-06-01,1.25
동남권,2016.06,1002.8,2016-06-01,1.25
서북권,2016.06,600.7,2016-06-01,1.25
서남권,2016.06,609.3,2016-06-01,1.25
부산,2016.06,332.3,2016-06-01,1.25
대구,2016.06,311.1,2016-06-01,1.25
인천,2016.06,319.7,2016-06-01,1.25
광주,2016.06,244.0,2016-06-01,1.25
대전,2016.06,264.6,2016-06-01,1.25
울산,2016.06,306.8,2016-06-01,1.25
경기,2016.06,394.0,2016-06-01,1.25
강원,2016.06,193.6,2016-06-01,1.25
충북,2016.06,201.0,2016-06-01,1.25
충남,2016.06,205.4,2016-06-01,1.25
전북,2016.06,189.1,2016-06-01,1.25
전남,2016.06,164.4,2016-06-01,1.25
경북,2016.06,181.1,2016-06-01,1.25
경남,2016.06,242.6,2016-06-01,1.25
제주,2016.06,348.6,2016-06-01,1.25
서울,2016.07,657.6,2016-07-01,1.25
도심권,2016.07,778.0,2016-07-01,1.25
동북권,2016.07,534.7,2016-07-01,1.25
동남권,2016.07,963.9,2016-07-01,1.25
서북권,2016.07,613.0,2016-07-01,1.25
서남권,2016.07,589.3,2016-07-01,1.25
부산,2016.07,339.1,2016-07-01,1.25
대구,2016.07,315.0,2016-07-01,1.25
인천,2016.07,325.9,2016-07-01,1.25
광주,2016.07,249.0,2016-07-01,1.25
대전,2016.07,262.4,2016-07-01,1.25
울산,2016.07,310.0,2016-07-01,1.25
경기,2016.07,393.8,2016-07-01,1.25
강원,2016.07,198.7,2016-07-01,1.25
충북,2016.07,204.7,2016-07-01,1.25
충남,2016.07,204.2,2016-07-01,1.25
전북,2016.07,184.8,2016-07-01,1.25
전남,2016.07,171.4,2016-07-01,1.25
경북,2016.07,186.4,2016-07-01,1.25
경남,2016.07,249.0,2016-07-01,1.25
제주,2016.07,377.5,2016-07-01,1.25
서울,2016.08,687.3,2016-08-01,1.25
도심권,2016.08,791.7,2016-08-01,1.25
동북권,2016.08,541.6,2016-08-01,1.25
동남권,2016.08,1002.6,2016-08-01,1.25
서북권,2016.08,633.4,2016-08-01,1.25
서남권,2016.08,603.5,2016-08-01,1.25
부산,2016.08,346.7,2016-08-01,1.25
대구,2016.08,327.5,2016-08-01,1.25
인천,2016.08,325.3,2016-08-01,1.25
광주,2016.08,249.4,2016-08-01,1.25
대전,2016.08,267.3,2016-08-01,1.25
울산,2016.08,310.3,2016-08-01,1.25
경기,2016.08,395.8,2016-08-01,1.25
강원,2016.08,197.3,2016-08-01,1.25
충북,2016.08,206.4,2016-08-01,1.25
충남,2016.08,207.2,2016-08-01,1.25
전북,2016.08,191.6,2016-08-01,1.25
전남,2016.08,172.2,2016-08-01,1.25
경북,2016.08,186.4,2016-08-01,1.25
경남,2016.08,250.4,2016-08-01,1.25
제주,2016.08,394.6,2016-08-01,1.25
서울,2016.09,692.4,2016-09-01,1.25
도심권,2016.09,785.1,2016-09-01,1.25
동북권,2016.09,548.5,2016-09-01,1.25
동남권,2016.09,1001.7,2016-09-01,1.25
서북권,2016.09,639.4,2016-09-01,1.25
서남권,2016.09,607.2,2016-09-01,1.25
부산,2016.09,351.0,2016-09-01,1.25
대구,2016.09,339.8,2016-09-01,1.25
인천,2016.09,328.3,2016-09-01,1.25
광주,2016.09,253.1,2016-09-01,1.25
대전,2016.09,271.9,2016-09-01,1.25
울산,2016.09,322.8,2016-09-01,1.25
경기,2016.09,404.3,2016-09-01,1.25
강원,2016.09,201.0,2016-09-01,1.25
충북,2016.09,204.1,2016-09-01,1.25
충남,2016.09,208.0,2016-09-01,1.25
전북,2016.09,190.8,2016-09-01,1.25
전남,2016.09,172.0,2016-09-01,1.25
경북,2016.09,188.6,2016-09-01,1.25
경남,2016.09,256.8,2016-09-01,1.25
제주,2016.09,374.2,2016-09-01,1.25
서울,2016.11,649.1,2016-11-01,1.25
도심권,2016.11,787.8,2016-11-01,1.25
동북권,2016.11,551.9,2016-11-01,1.25
동남권,2016.11,915.0,2016-11-01,1.25
서북권,2016.11,647.4,2016-11-01,1.25
서남권,2016.11,596.0,2016-11-01,1.25
부산,2016.11,342.9,2016-11-01,1.25
대구,2016.11,333.1,2016-11-01,1.25
인천,2016.11,340.0,2016-11-01,1.25
광주,2016.11,256.2,2016-11-01,1.25
대전,2016.11,277.6,2016-11-01,1.25
울산,2016.11,323.1,2016-11-01,1.25
경기,2016.11,392.0,2016-11-01,1.25
강원,2016.11,199.1,2016-11-01,1.25
충북,2016.11,204.6,2016-11-01,1.25
충남,2016.11,211.3,2016-11-01,1.25
전북,2016.11,194.9,2016-11-01,1.25
전남,2016.11,177.5,2016-11-01,1.25
경북,2016.11,193.3,2016-11-01,1.25
경남,2016.11,257.2,2016-11-01,1.25
제주,2016.11,373.2,2016-11-01,1.25
서울,2016.12,666.6,2016-12-01,1.25
도심권,2016.12,783.4,2016-12-01,1.25
동북권,2016.12,546.5,2016-12-01,1.25
동남권,2016.12,981.8,2016-12-01,1.25
서북권,2016.12,632.6,2016-12-01,1.25
서남권,2016.12,584.1,2016-12-01,1.25
부산,2016.12,344.5,2016-12-01,1.25
대구,2016.12,327.0,2016-12-01,1.25
인천,2016.12,340.0,2016-12-01,1.25
광주,2016.12,260.5,2016-12-01,1.25
대전,2016.12,272.7,2016-12-01,1.25
울산,2016.12,317.1,2016-12-01,1.25
경기,2016.12,385.5,2016-12-01,1.25
강원,2016.12,197.1,2016-12-01,1.25
충북,2016.12,207.7,2016-12-01,1.25
충남,2016.12,208.6,2016-12-01,1.25
전북,2016.12,193.8,2016-12-01,1.25
전남,2016.12,176.5,2016-12-01,1.25
경북,2016.12,189.7,2016-12-01,1.25
경남,2016.12,251.1,2016-12-01,1.25
제주,2016.12,396.0,2016-12-01,1.25
서울,2017.01,694.4,2017-01-01,1.25
도심권,2017.01,753.7,2017-01-01,1.25
동북권,2017.01,543.6,2017-01-01,1.25
동남권,2017.01,1065.7,2017-01-01,1.25
서북권,2017.01,655.1,2017-01-01,1.25
서남권,2017.01,600.2,2017-01-01,1.25
부산,2017.01,341.3,2017-01-01,1.25
대구,2017.01,314.4,2017-01-01,1.25
인천,2017.01,328.7,2017-01-01,1.25
광주,2017.01,260.4,2017-01-01,1.25
대전,2017.01,279.6,2017-01-01,1.25
울산,2017.01,311.9,2017-01-01,1.25
경기,2017.01,391.6,2017-01-01,1.25
강원,2017.01,207.0,2017-01-01,1.25
충북,2017.01,216.5,2017-01-01,1.25
충남,2017.01,220.7,2017-01-01,1.25
전북,2017.01,202.4,2017-01-01,1.25
전남,2017.01,176.0,2017-01-01,1.25
경북,2017.01,190.8,2017-01-01,1.25
경남,2017.01,251.0,2017-01-01,1.25
제주,2017.01,384.2,2017-01-01,1.25
서울,2017.1,806.8,2017-01-01,1.25
도심권,2017.1,882.7,2017-01-01,1.25
동북권,2017.1,617.5,2017-01-01,1.25
동남권,2017.1,1169.7,2017-01-01,1.25
서북권,2017.1,748.0,2017-01-01,1.25
서남권,2017.1,699.6,2017-01-01,1.25
부산,2017.1,347.8,2017-01-01,1.25
대구,2017.1,339.9,2017-01-01,1.25
인천,2017.1,347.6,2017-01-01,1.25
광주,2017.1,270.4,2017-01-01,1.25
대전,2017.1,286.5,2017-01-01,1.25
울산,2017.1,317.1,2017-01-01,1.25
경기,2017.1,426.8,2017-01-01,1.25
강원,2017.1,205.1,2017-01-01,1.25
충북,2017.1,204.0,2017-01-01,1.25
충남,2017.1,216.5,2017-01-01,1.25
전북,2017.1,200.9,2017-01-01,1.25
전남,2017.1,193.3,2017-01-01,1.25
경북,2017.1,191.8,2017-01-01,1.25
경남,2017.1,249.7,2017-01-01,1.25
제주,2017.1,387.8,2017-01-01,1.25
서울,2017.02,710.1,2017-02-01,1.25
도심권,2017.02,805.1,2017-02-01,1.25
동북권,2017.02,549.2,2017-02-01,1.25
동남권,2017.02,1073.5,2017-02-01,1.25
서북권,2017.02,643.6,2017-02-01,1.25
서남권,2017.02,606.4,2017-02-01,1.25
부산,2017.02,345.0,2017-02-01,1.25
대구,2017.02,317.1,2017-02-01,1.25
인천,2017.02,327.7,2017-02-01,1.25
광주,2017.02,253.8,2017-02-01,1.25
대전,2017.02,269.2,2017-02-01,1.25
울산,2017.02,316.3,2017-02-01,1.25
경기,2017.02,392.3,2017-02-01,1.25
강원,2017.02,205.1,2017-02-01,1.25
충북,2017.02,205.4,2017-02-01,1.25
충남,2017.02,211.5,2017-02-01,1.25
전북,2017.02,201.0,2017-02-01,1.25
전남,2017.02,180.2,2017-02-01,1.25
경북,2017.02,191.1,2017-02-01,1.25
경남,2017.02,247.0,2017-02-01,1.25
제주,2017.02,394.2,2017-02-01,1.25
서울,2017.03,716.1,2017-03-01,1.25
도심권,2017.03,826.5,2017-03-01,1.25
동북권,2017.03,558.2,2017-03-01,1.25
동남권,2017.03,1050.4,2017-03-01,1.25
서북권,2017.03,656.6,2017-03-01,1.25
서남권,2017.03,620.9,2017-03-01,1.25
부산,2017.03,343.1,2017-03-01,1.25
대구,2017.03,323.1,2017-03-01,1.25
인천,2017.03,326.8,2017-03-01,1.25
광주,2017.03,255.3,2017-03-01,1.25
대전,2017.03,265.5,2017-03-01,1.25
울산,2017.03,313.0,2017-03-01,1.25
경기,2017.03,393.1,2017-03-01,1.25
강원,2017.03,203.8,2017-03-01,1.25
충북,2017.03,206.2,2017-03-01,1.25
충남,2017.03,204.8,2017-03-01,1.25
전북,2017.03,191.3,2017-03-01,1.25
전남,2017.03,182.3,2017-03-01,1.25
경북,2017.03,187.8,2017-03-01,1.25
경남,2017.03,246.1,2017-03-01,1.25
제주,2017.03,376.4,2017-03-01,1.25
서울,2017.04,752.1,2017-04-01,1.25
도심권,2017.04,843.4,2017-04-01,1.25
동북권,2017.04,576.1,2017-04-01,1.25
동남권,2017.04,1077.3,2017-04-01,1.25
서북권,2017.04,685.8,2017-04-01,1.25
서남권,2017.04,633.1,2017-04-01,1.25
부산,2017.04,354.5,2017-04-01,1.25
대구,2017.04,320.6,2017-04-01,1.25
인천,2017.04,329.0,2017-04-01,1.25
광주,2017.04,257.8,2017-04-01,1.25
대전,2017.04,265.7,2017-04-01,1.25
울산,2017.04,303.5,2017-04-01,1.25
경기,2017.04,408.7,2017-04-01,1.25
강원,2017.04,199.5,2017-04-01,1.25
충북,2017.04,204.8,2017-04-01,1.25
충남,2017.04,205.0,2017-04-01,1.25
전북,2017.04,189.9,2017-04-01,1.25
전남,2017.04,181.1,2017-04-01,1.25
경북,2017.04,184.6,2017-04-01,1.25
경남,2017.04,244.1,2017-04-01,1.25
제주,2017.04,367.2,2017-04-01,1.25
서울,2017.05,786.9,2017-05-01,1.25
도심권,2017.05,875.7,2017-05-01,1.25
동북권,2017.05,590.4,2017-05-01,1.25
동남권,2017.05,1094.9,2017-05-01,1.25
서북권,2017.05,714.3,2017-05-01,1.25
서남권,2017.05,662.6,2017-05-01,1.25
부산,2017.05,357.2,2017-05-01,1.25
대구,2017.05,334.7,2017-05-01,1.25
인천,2017.05,329.7,2017-05-01,1.25
광주,2017.05,258.9,2017-05-01,1.25
대전,2017.05,269.5,2017-05-01,1.25
울산,2017.05,305.4,2017-05-01,1.25
경기,2017.05,429.8,2017-05-01,1.25
강원,2017.05,202.4,2017-05-01,1.25
충북,2017.05,206.6,2017-05-01,1.25
충남,2017.05,205.5,2017-05-01,1.25
전북,2017.05,190.8,2017-05-01,1.25
전남,2017.05,185.0,2017-05-01,1.25
경북,2017.05,184.2,2017-05-01,1.25
경남,2017.05,245.8,2017-05-01,1.25
제주,2017.05,405.2,2017-05-01,1.25
서울,2017.06,723.7,2017-06-01,1.25
도심권,2017.06,842.2,2017-06-01,1.25
동북권,2017.06,586.9,2017-06-01,1.25
동남권,2017.06,1076.3,2017-06-01,1.25
서북권,2017.06,696.5,2017-06-01,1.25
서남권,2017.06,645.9,2017-06-01,1.25
부산,2017.06,363.6,2017-06-01,1.25
대구,2017.06,353.9,2017-06-01,1.25
인천,2017.06,341.0,2017-06-01,1.25
광주,2017.06,264.0,2017-06-01,1.25
대전,2017.06,275.3,2017-06-01,1.25
울산,2017.06,313.4,2017-06-01,1.25
경기,2017.06,426.9,2017-06-01,1.25
강원,2017.06,205.9,2017-06-01,1.25
충북,2017.06,209.7,2017-06-01,1.25
충남,2017.06,209.8,2017-06-01,1.25
전북,2017.06,190.5,2017-06-01,1.25
전남,2017.06,186.6,2017-06-01,1.25
경북,2017.06,188.5,2017-06-01,1.25
경남,2017.06,247.5,2017-06-01,1.25
제주,2017.06,400.2,2017-06-01,1.25
서울,2017.07,767.2,2017-07-01,1.25
도심권,2017.07,848.9,2017-07-01,1.25
동북권,2017.07,594.1,2017-07-01,1.25
동남권,2017.07,1140.1,2017-07-01,1.25
서북권,2017.07,712.1,2017-07-01,1.25
서남권,2017.07,673.6,2017-07-01,1.25
부산,2017.07,356.0,2017-07-01,1.25
대구,2017.07,372.4,2017-07-01,1.25
인천,2017.07,346.7,2017-07-01,1.25
광주,2017.07,265.0,2017-07-01,1.25
대전,2017.07,278.5,2017-07-01,1.25
울산,2017.07,314.5,2017-07-01,1.25
경기,2017.07,442.5,2017-07-01,1.25
강원,2017.07,205.1,2017-07-01,1.25
충북,2017.07,208.3,2017-07-01,1.25
충남,2017.07,210.8,2017-07-01,1.25
전북,2017.07,189.9,2017-07-01,1.25
전남,2017.07,189.1,2017-07-01,1.25
경북,2017.07,196.8,2017-07-01,1.25
경남,2017.07,246.5,2017-07-01,1.25
제주,2017.07,393.6,2017-07-01,1.25
서울,2017.08,704.2,2017-08-01,1.25
도심권,2017.08,807.6,2017-08-01,1.25
동북권,2017.08,577.6,2017-08-01,1.25
동남권,2017.08,1069.8,2017-08-01,1.25
서북권,2017.08,682.7,2017-08-01,1.25
서남권,2017.08,631.1,2017-08-01,1.25
부산,2017.08,353.2,2017-08-01,1.25
대구,2017.08,354.1,2017-08-01,1.25
인천,2017.08,353.3,2017-08-01,1.25
광주,2017.08,266.0,2017-08-01,1.25
대전,2017.08,281.3,2017-08-01,1.25
울산,2017.08,320.4,2017-08-01,1.25
경기,2017.08,412.7,2017-08-01,1.25
강원,2017.08,203.9,2017-08-01,1.25
충북,2017.08,211.0,2017-08-01,1.25
충남,2017.08,211.0,2017-08-01,1.25
전북,2017.08,193.6,2017-08-01,1.25
전남,2017.08,185.1,2017-08-01,1.25
경북,2017.08,200.4,2017-08-01,1.25
경남,2017.08,250.8,2017-08-01,1.25
제주,2017.08,361.5,2017-08-01,1.25
서울,2017.09,796.6,2017-09-01,1.25
도심권,2017.09,888.8,2017-09-01,1.25
동북권,2017.09,608.5,2017-09-01,1.25
동남권,2017.09,1186.5,2017-09-01,1.25
서북권,2017.09,732.1,2017-09-01,1.25
서남권,2017.09,674.2,2017-09-01,1.25
부산,2017.09,351.7,2017-09-01,1.25
대구,2017.09,344.8,2017-09-01,1.25
인천,2017.09,352.6,2017-09-01,1.25
광주,2017.09,271.5,2017-09-01,1.25
대전,2017.09,287.6,2017-09-01,1.25
울산,2017.09,319.6,2017-09-01,1.25
경기,2017.09,424.3,2017-09-01,1.25
강원,2017.09,209.8,2017-09-01,1.25
충북,2017.09,209.5,2017-09-01,1.25
충남,2017.09,216.8,2017-09-01,1.25
전북,2017.09,199.5,2017-09-01,1.25
전남,2017.09,187.5,2017-09-01,1.25
경북,2017.09,195.8,2017-09-01,1.25
경남,2017.09,249.9,2017-09-01,1.25
제주,2017.09,389.8,2017-09-01,1.25
서울,2017.11,865.6,2017-11-01,1.5
도심권,2017.11,898.7,2017-11-01,1.5
동북권,2017.11,642.1,2017-11-01,1.5
동남권,2017.11,1249.4,2017-11-01,1.5
서북권,2017.11,763.6,2017-11-01,1.5
서남권,2017.11,751.1,2017-11-01,1.5
부산,2017.11,355.0,2017-11-01,1.5
대구,2017.11,349.5,2017-11-01,1.5
인천,2017.11,347.5,2017-11-01,1.5
광주,2017.11,278.3,2017-11-01,1.5
대전,2017.11,284.5,2017-11-01,1.5
울산,2017.11,315.5,2017-11-01,1.5
경기,2017.11,434.3,2017-11-01,1.5
강원,2017.11,201.3,2017-11-01,1.5
충북,2017.11,209.3,2017-11-01,1.5
충남,2017.11,215.1,2017-11-01,1.5
전북,2017.11,199.2,2017-11-01,1.5
전남,2017.11,189.8,2017-11-01,1.5
경북,2017.11,192.4,2017-11-01,1.5
경남,2017.11,247.0,2017-11-01,1.5
제주,2017.11,393.9,2017-11-01,1.5
서울,2017.12,865.7,2017-12-01,1.5
도심권,2017.12,976.0,2017-12-01,1.5
동북권,2017.12,662.7,2017-12-01,1.5
동남권,2017.12,1221.1,2017-12-01,1.5
서북권,2017.12,769.0,2017-12-01,1.5
서남권,2017.12,735.6,2017-12-01,1.5
부산,2017.12,366.8,2017-12-01,1.5
대구,2017.12,355.9,2017-12-01,1.5
인천,2017.12,340.6,2017-12-01,1.5
광주,2017.12,280.3,2017-12-01,1.5
대전,2017.12,297.5,2017-12-01,1.5
울산,2017.12,315.5,2017-12-01,1.5
경기,2017.12,466.4,2017-12-01,1.5
강원,2017.12,207.7,2017-12-01,1.5
충북,2017.12,211.4,2017-12-01,1.5
충남,2017.12,215.3,2017-12-01,1.5
전북,2017.12,204.2,2017-12-01,1.5
전남,2017.12,192.6,2017-12-01,1.5
경북,2017.12,194.6,2017-12-01,1.5
경남,2017.12,245.0,2017-12-01,1.5
제주,2017.12,403.0,2017-12-01,1.5
서울,2018.01,849.6,2018-01-01,1.5
도심권,2018.01,941.0,2018-01-01,1.5
동북권,2018.01,655.9,2018-01-01,1.5
동남권,2018.01,1225.7,2018-01-01,1.5
서북권,2018.01,791.2,2018-01-01,1.5
서남권,2018.01,728.6,2018-01-01,1.5
부산,2018.01,369.8,2018-01-01,1.5
대구,2018.01,365.5,2018-01-01,1.5
인천,2018.01,346.0,2018-01-01,1.5
광주,2018.01,277.8,2018-01-01,1.5
대전,2018.01,291.6,2018-01-01,1.5
울산,2018.01,312.8,2018-01-01,1.5
경기,2018.01,489.6,2018-01-01,1.5
강원,2018.01,206.8,2018-01-01,1.5
충북,2018.01,208.6,2018-01-01,1.5
충남,2018.01,213.5,2018-01-01,1.5
전북,2018.01,200.4,2018-01-01,1.5
전남,2018.01,193.9,2018-01-01,1.5
경북,2018.01,188.1,2018-01-01,1.5
경남,2018.01,244.6,2018-01-01,1.5
제주,2018.01,374.6,2018-01-01,1.5
서울,2018.1,821.3,2018-01-01,1.5
도심권,2018.1,947.4,2018-01-01,1.5
동북권,2018.1,700.2,2018-01-01,1.5
동남권,2018.1,1253.7,2018-01-01,1.5
서북권,2018.1,785.5,2018-01-01,1.5
서남권,2018.1,733.3,2018-01-01,1.5
부산,2018.1,354.5,2018-01-01,1.5
대구,2018.1,365.3,2018-01-01,1.5
인천,2018.1,362.7,2018-01-01,1.5
광주,2018.1,276.9,2018-01-01,1.5
대전,2018.1,317.9,2018-01-01,1.5
울산,2018.1,297.0,2018-01-01,1.5
경기,2018.1,412.7,2018-01-01,1.5
강원,2018.1,198.4,2018-01-01,1.5
충북,2018.1,204.3,2018-01-01,1.5
충남,2018.1,228.0,2018-01-01,1.5
전북,2018.1,197.1,2018-01-01,1.5
전남,2018.1,199.9,2018-01-01,1.5
경북,2018.1,180.8,2018-01-01,1.5
경남,2018.1,245.6,2018-01-01,1.5
제주,2018.1,384.3,2018-01-01,1.5
서울,2018.02,766.1,2018-02-01,1.5
도심권,2018.02,897.3,2018-02-01,1.5
동북권,2018.02,631.9,2018-02-01,1.5
동남권,2018.02,1167.8,2018-02-01,1.5
서북권,2018.02,749.2,2018-02-01,1.5
서남권,2018.02,702.1,2018-02-01,1.5
부산,2018.02,364.6,2018-02-01,1.5
대구,2018.02,379.3,2018-02-01,1.5
인천,2018.02,347.1,2018-02-01,1.5
광주,2018.02,281.1,2018-02-01,1.5
대전,2018.02,286.2,2018-02-01,1.5
울산,2018.02,305.1,2018-02-01,1.5
경기,2018.02,461.6,2018-02-01,1.5
강원,2018.02,205.2,2018-02-01,1.5
충북,2018.02,209.8,2018-02-01,1.5
충남,2018.02,216.9,2018-02-01,1.5
전북,2018.02,198.2,2018-02-01,1.5
전남,2018.02,192.4,2018-02-01,1.5
경북,2018.02,191.2,2018-02-01,1.5
경남,2018.02,244.9,2018-02-01,1.5
제주,2018.02,393.2,2018-02-01,1.5
서울,2018.03,742.3,2018-03-01,1.5
도심권,2018.03,952.2,2018-03-01,1.5
동북권,2018.03,609.8,2018-03-01,1.5
동남권,2018.03,1219.6,2018-03-01,1.5
서북권,2018.03,712.2,2018-03-01,1.5
서남권,2018.03,674.1,2018-03-01,1.5
부산,2018.03,358.0,2018-03-01,1.5
대구,2018.03,364.0,2018-03-01,1.5
인천,2018.03,348.4,2018-03-01,1.5
광주,2018.03,275.6,2018-03-01,1.5
대전,2018.03,288.3,2018-03-01,1.5
울산,2018.03,304.6,2018-03-01,1.5
경기,2018.03,431.3,2018-03-01,1.5
강원,2018.03,203.0,2018-03-01,1.5
충북,2018.03,203.0,2018-03-01,1.5
충남,2018.03,209.5,2018-03-01,1.5
