지역,연월,평균가격,날짜,기준금리
서울,2006.01,521.3,2006-01-01,
도심권,2006.01,562.6,2006-01-01,
동북권,2006.01,295.0,2006-01-01,
동남권,2006.01,763.9,2006-01-01,
서북권,2006.01,376.2,2006-01-01,
서남권,2006.01,416.4,2006-01-01,
부산,2006.01,151.2,2006-01-01,
대구,2006.01,174.0,2006-01-01,
인천,2006.01,177.0,2006-01-01,
광주,2006.01,115.5,2006-01-01,
대전,2006.01,188.0,2006-01-01,
울산,2006.01,127.2,2006-01-01,
경기,2006.01,308.7,2006-01-01,
강원,2006.01,100.6,2006-01-01,
충북,2006.01,118.4,2006-01-01,
충남,2006.01,131.9,2006-01-01,
전북,2006.01,90.1,2006-01-01,
전남,2006.01,73.9,2006-01-01,
경북,2006.01,95.1,2006-01-01,
경남,2006.01,142.7,2006-01-01,
제주,2006.01,114.9,2006-01-01,
서울,2006.1,494.3,2006-01-01,
도심권,2006.1,578.6,2006-01-01,
동북권,2006.1,330.1,2006-01-01,
동남권,2006.1,825.3,2006-01-01,
서북권,2006.1,396.8,2006-01-01,
서남권,2006.1,434.0,2006-01-01,
부산,2006.1,151.5,2006-01-01,
대구,2006.1,169.4,2006-01-01,
인천,2006.1,194.5,2006-01-01,
광주,2006.1,115.2,2006-01-01,
대전,2006.1,176.7,2006-01-01,
울산,2006.1,150.7,2006-01-01,
경기,2006.1,307.2,2006-01-01,
강원,2006.1,98.6,2006-01-01,
충북,2006.1,120.7,2006-01-01,
충남,2006.1,128.1,2006-01-01,
전북,2006.1,96.4,2006-01-01,
전남,2006.1,78.7,2006-01-01,
경북,2006.1,104.6,2006-01-01,
경남,2006.1,137.7,2006-01-01,
제주,2006.1,131.1,2006-01-01,
서울,2006.02,471.6,2006-02-01,4.0
도심권,2006.02,540.7,2006-02-01,4.0
동북권,2006.02,300.4,2006-02-01,4.0
동남권,2006.02,760.0,2006-02-01,4.0
서북권,2006.02,350.8,2006-02-01,4.0
서남권,2006.02,398.4,2006-02-01,4.0
부산,2006.02,153.1,2006-02-01,4.0
대구,2006.02,169.7,2006-02-01,4.0
인천,2006.02,174.1,2006-02-01,4.0
광주,2006.02,112.9,2006-02-01,4.0
대전,2006.02,178.3,2006-02-01,4.0
울산,2006.02,124.7,2006-02-01,4.0
경기,2006.02,273.4,2006-02-01,4.0
강원,2006.02,101.8,2006-02-01,4.0
충북,2006.02,120.2,2006-02-01,4.0
충남,2006.02,129.0,2006-02-01,4.0
전북,2006.02,89.6,2006-02-01,4.0
전남,2006.02,72.5,2006-02-01,4.0
경북,2006.02,97.3,2006-02-01,4.0
경남,2006.02,130.1,2006-02-01,4.0
제주,2006.02,107.8,2006-02-01,4.0
서울,2006.03,501.2,2006-03-01,4.0
도심권,2006.03,551.6,2006-03-01,4.0
동북권,2006.03,310.1,2006-03-01,4.0
동남권,2006.03,813.4,2006-03-01,4.0
서북권,2006.03,368.7,2006-03-01,4.0
서남권,2006.03,406.8,2006-03-01,4.0
부산,2006.03,150.1,2006-03-01,4.0
대구,2006.03,166.8,2006-03-01,4.0
인천,2006.03,176.3,2006-03-01,4.0
광주,2006.03,113.3,2006-03-01,4.0
대전,2006.03,173.8,2006-03-01,4.0
울산,2006.03,124.9,2006-03-01,4.0
경기,2006.03,286.9,2006-03-01,4.0
강원,2006.03,100.1,2006-03-01,4.0
충북,2006.03,119.1,2006-03-01,4.0
충남,2006.03,124.4,2006-03-01,4.0
전북,2006.03,86.8,2006-03-01,4.0
전남,2006.03,71.6,2006-03-01,4.0
경북,2006.03,97.3,2006-03-01,4.0
경남,2006.03,132.9,2006-03-01,4.0
제주,2006.03,112.4,2006-03-01,4.0
서울,2006.04,451.1,2006-04-01,4.0
도심권,2006.04,534.3,2006-04-01,4.0
동북권,2006.04,307.9,2006-04-01,4.0
동남권,2006.04,758.6,2006-04-01,4.0
서북권,2006.04,364.6,2006-04-01,4.0
서남권,2006.04,380.1,2006-04-01,4.0
부산,2006.04,146.1,2006-04-01,4.0
대구,2006.04,166.2,2006-04-01,4.0
인천,2006.04,179.9,2006-04-01,4.0
광주,2006.04,115.0,2006-04-01,4.0
대전,2006.04,180.6,2006-04-01,4.0
울산,2006.04,130.7,2006-04-01,4.0
경기,2006.04,275.2,2006-04-01,4.0
강원,2006.04,100.8,2006-04-01,4.0
충북,2006.04,113.5,2006-04-01,4.0
충남,2006.04,126.3,2006-04-01,4.0
전북,2006.04,89.1,2006-04-01,4.0
전남,2006.04,73.1,2006-04-01,4.0
경북,2006.04,96.9,2006-04-01,4.0
경남,2006.04,124.8,2006-04-01,4.0
제주,2006.04,109.9,2006-04-01,4.0
서울,2006.05,418.3,2006-05-01,4.0
도심권,2006.05,516.5,2006-05-01,4.0
동북권,2006.05,311.2,2006-05-01,4.0
동남권,2006.05,697.1,2006-05-01,4.0
서북권,2006.05,364.4,2006-05-01,4.0
서남권,2006.05,363.9,2006-05-01,4.0
부산,2006.05,144.9,2006-05-01,4.0
대구,2006.05,164.2,2006-05-01,4.0
인천,2006.05,180.0,2006-05-01,4.0
광주,2006.05,110.8,2006-05-01,4.0
대전,2006.05,176.1,2006-05-01,4.0
울산,2006.05,133.6,2006-05-01,4.0
경기,2006.05,268.7,2006-05-01,4.0
강원,2006.05,99.8,2006-05-01,4.0
충북,2006.05,111.8,2006-05-01,4.0
충남,2006.05,121.7,2006-05-01,4.0
전북,2006.05,88.0,2006-05-01,4.0
전남,2006.05,74.0,2006-05-01,4.0
경북,2006.05,97.2,2006-05-01,4.0
경남,2006.05,123.7,2006-05-01,4.0
제주,2006.05,109.5,2006-05-01,4.0
서울,2006.06,382.0,2006-06-01,4.25
도심권,2006.06,479.2,2006-06-01,4.25
동북권,2006.06,301.9,2006-06-01,4.25
동남권,2006.06,652.5,2006-06-01,4.25
서북권,2006.06,345.9,2006-06-01,4.25
서남권,2006.06,345.6,2006-06-01,4.25
부산,2006.06,142.8,2006-06-01,4.25
대구,2006.06,162.7,2006-06-01,4.25
인천,2006.06,183.4,2006-06-01,4.25
광주,2006.06,111.3,2006-06-01,4.25
대전,2006.06,164.8,2006-06-01,4.25
울산,2006.06,132.4,2006-06-01,4.25
경기,2006.06,248.8,2006-06-01,4.25
강원,2006.06,96.9,2006-06-01,4.25
충북,2006.06,124.3,2006-06-01,4.25
충남,2006.06,123.6,2006-06-01,4.25
전북,2006.06,89.0,2006-06-01,4.25
전남,2006.06,76.0,2006-06-01,4.25
경북,2006.06,99.3,2006-06-01,4.25
경남,2006.06,123.7,2006-06-01,4.25
제주,2006.06,126.3,2006-06-01,4.25
서울,2006.07,372.3,2006-07-01,4.25
도심권,2006.07,473.3,2006-07-01,4.25
동북권,2006.07,301.7,2006-07-01,4.25
동남권,2006.07,658.5,2006-07-01,4.25
서북권,2006.07,340.5,2006-07-01,4.25
서남권,2006.07,346.5,2006-07-01,4.25
부산,2006.07,146.8,2006-07-01,4.25
대구,2006.07,162.8,2006-07-01,4.25
인천,2006.07,185.9,2006-07-01,4.25
광주,2006.07,112.0,2006-07-01,4.25
대전,2006.07,160.0,2006-07-01,4.25
울산,2006.07,130.5,2006-07-01,4.25
경기,2006.07,240.1,2006-07-01,4.25
강원,2006.07,99.0,2006-07-01,4.25
충북,2006.07,129.7,2006-07-01,4.25
충남,2006.07,127.3,2006-07-01,4.25
전북,2006.07,91.0,2006-07-01,4.25
전남,2006.07,77.4,2006-07-01,4.25
경북,2006.07,98.1,2006-07-01,4.25
경남,2006.07,123.9,2006-07-01,4.25
제주,2006.07,116.0,2006-07-01,4.25
서울,2006.08,389.6,2006-08-01,4.5
도심권,2006.08,479.0,2006-08-01,4.5
동북권,2006.08,302.6,2006-08-01,4.5
동남권,2006.08,693.5,2006-08-01,4.5
서북권,2006.08,365.3,2006-08-01,4.5
서남권,2006.08,356.6,2006-08-01,4.5
부산,2006.08,147.7,2006-08-01,4.5
대구,2006.08,165.3,2006-08-01,4.5
인천,2006.08,188.0,2006-08-01,4.5
광주,2006.08,112.1,2006-08-01,4.5
대전,2006.08,159.4,2006-08-01,4.5
울산,2006.08,139.5,2006-08-01,4.5
경기,2006.08,243.8,2006-08-01,4.5
강원,2006.08,100.3,2006-08-01,4.5
충북,2006.08,127.2,2006-08-01,4.5
충남,2006.08,129.7,2006-08-01,4.5
전북,2006.08,94.2,2006-08-01,4.5
전남,2006.08,78.2,2006-08-01,4.5
경북,2006.08,103.1,2006-08-01,4.5
경남,2006.08,126.2,2006-08-01,4.5
제주,2006.08,127.1,2006-08-01,4.5
서울,2006.09,431.9,2006-09-01,4.5
도심권,2006.09,514.4,2006-09-01,4.5
동북권,2006.09,313.2,2006-09-01,4.5
동남권,2006.09,757.4,2006-09-01,4.5
서북권,2006.09,382.9,2006-09-01,4.5
서남권,2006.09,387.2,2006-09-01,4.5
부산,2006.09,147.1,2006-09-01,4.5
대구,2006.09,165.0,2006-09-01,4.5
인천,2006.09,187.2,2006-09-01,4.5
광주,2006.09,114.7,2006-09-01,4.5
대전,2006.09,168.5,2006-09-01,4.5
울산,2006.09,146.8,2006-09-01,4.5
경기,2006.09,265.8,2006-09-01,4.5
강원,2006.09,98.4,2006-09-01,4.5
충북,2006.09,123.7,2006-09-01,4.5
충남,2006.09,130.2,2006-09-01,4.5
전북,2006.09,93.6,2006-09-01,4.5
전남,2006.09,77.0,2006-09-01,4.5
경북,2006.09,101.9,2006-09-01,4.5
경남,2006.09,135.2,2006-09-01,4.5
제주,2006.09,120.9,2006-09-01,4.5
서울,2006.11,428.3,2006-11-01,4.5
도심권,2006.11,553.7,2006-11-01,4.5
동북권,2006.11,318.0,2006-11-01,4.5
동남권,2006.11,760.8,2006-11-01,4.5
서북권,2006.11,360.8,2006-11-01,4.5
서남권,2006.11,403.7,2006-11-01,4.5
부산,2006.11,159.8,2006-11-01,4.5
대구,2006.11,173.1,2006-11-01,4.5
인천,2006.11,193.3,2006-11-01,4.5
광주,2006.11,116.5,2006-11-01,4.5
대전,2006.11,177.3,2006-11-01,4.5
울산,2006.11,159.2,2006-11-01,4.5
경기,2006.11,282.0,2006-11-01,4.5
강원,2006.11,95.8,2006-11-01,4.5
충북,2006.11,122.8,2006-11-01,4.5
충남,2006.11,130.7,2006-11-01,4.5
전북,2006.11,97.1,2006-11-01,4.5
전남,2006.11,78.9,2006-11-01,4.5
경북,2006.11,106.3,2006-11-01,4.5
경남,2006.11,157.4,2006-11-01,4.5
제주,2006.11,129.1,2006-11-01,4.5
서울,2006.12,450.8,2006-12-01,4.5
도심권,2006.12,524.2,2006-12-01,4.5
동북권,2006.12,320.5,2006-12-01,4.5
동남권,2006.12,795.7,2006-12-01,4.5
서북권,2006.12,381.4,2006-12-01,4.5
서남권,2006.12,394.6,2006-12-01,4.5
부산,2006.12,160.1,2006-12-01,4.5
대구,2006.12,172.4,2006-12-01,4.5
인천,2006.12,192.4,2006-12-01,4.5
광주,2006.12,117.4,2006-12-01,4.5
대전,2006.12,173.6,2006-12-01,4.5
울산,2006.12,165.3,2006-12-01,4.5
경기,2006.12,272.1,2006-12-01,4.5
강원,2006.12,95.7,2006-12-01,4.5
충북,2006.12,119.5,2006-12-01,4.5
충남,2006.12,126.1,2006-12-01,4.5
전북,2006.12,100.5,2006-12-01,4.5
전남,2006.12,77.7,2006-12-01,4.5
경북,2006.12,107.2,2006-12-01,4.5
경남,2006.12,143.5,2006-12-01,4.5
제주,2006.12,127.5,2006-12-01,4.5
서울,2007.01,398.9,2007-01-01,4.5
도심권,2007.01,510.6,2007-01-01,4.5
동북권,2007.01,320.0,2007-01-01,4.5
동남권,2007.01,664.2,2007-01-01,4.5
서북권,2007.01,369.4,2007-01-01,4.5
서남권,2007.01,368.5,2007-01-01,4.5
부산,2007.01,155.0,2007-01-01,4.5
대구,2007.01,166.1,2007-01-01,4.5
인천,2007.01,192.3,2007-01-01,4.5
광주,2007.01,117.4,2007-01-01,4.5
대전,2007.01,161.1,2007-01-01,4.5
울산,2007.01,170.6,2007-01-01,4.5
경기,2007.01,250.4,2007-01-01,4.5
강원,2007.01,99.3,2007-01-01,4.5
충북,2007.01,120.1,2007-01-01,4.5
충남,2007.01,129.9,2007-01-01,4.5
전북,2007.01,100.9,2007-01-01,4.5
전남,2007.01,84.2,2007-01-01,4.5
경북,2007.01,103.3,2007-01-01,4.5
경남,2007.01,135.6,2007-01-01,4.5
제주,2007.01,122.8,2007-01-01,4.5
서울,2007.1,470.0,2007-01-01,4.5
도심권,2007.1,602.3,2007-01-01,4.5
동북권,2007.1,375.4,2007-01-01,4.5
동남권,2007.1,780.5,2007-01-01,4.5
서북권,2007.1,424.8,2007-01-01,4.5
서남권,2007.1,442.2,2007-01-01,4.5
부산,2007.1,158.1,2007-01-01,4.5
대구,2007.1,168.3,2007-01-01,4.5
인천,2007.1,237.6,2007-01-01,4.5
광주,2007.1,119.9,2007-01-01,4.5
대전,2007.1,163.2,2007-01-01,4.5
울산,2007.1,163.3,2007-01-01,4.5
경기,2007.1,287.2,2007-01-01,4.5
강원,2007.1,103.6,2007-01-01,4.5
충북,2007.1,117.7,2007-01-01,4.5
충남,2007.1,132.2,2007-01-01,4.5
전북,2007.1,99.8,2007-01-01,4.5
전남,2007.1,88.6,2007-01-01,4.5
경북,2007.1,106.6,2007-01-01,4.5
경남,2007.1,137.8,2007-01-01,4.5
제주,2007.1,133.7,2007-01-01,4.5
서울,2007.02,414.7,2007-02-01,4.5
도심권,2007.02,536.3,2007-02-01,4.5
동북권,2007.02,324.3,2007-02-01,4.5
동남권,2007.02,693.4,2007-02-01,4.5
서북권,2007.02,371.2,2007-02-01,4.5
서남권,2007.02,381.6,2007-02-01,4.5
부산,2007.02,156.0,2007-02-01,4.5
대구,2007.02,163.0,2007-02-01,4.5
인천,2007.02,194.4,2007-02-01,4.5
광주,2007.02,117.6,2007-02-01,4.5
대전,2007.02,156.5,2007-02-01,4.5
울산,2007.02,163.6,2007-02-01,4.5
경기,2007.02,251.5,2007-02-01,4.5
강원,2007.02,100.4,2007-02-01,4.5
충북,2007.02,121.5,2007-02-01,4.5
충남,2007.02,129.3,2007-02-01,4.5
전북,2007.02,99.4,2007-02-01,4.5
전남,2007.02,83.4,2007-02-01,4.5
경북,2007.02,106.4,2007-02-01,4.5
경남,2007.02,131.6,2007-02-01,4.5
제주,2007.02,121.6,2007-02-01,4.5
서울,2007.03,410.2,2007-03-01,4.5
도심권,2007.03,520.9,2007-03-01,4.5
동북권,2007.03,327.7,2007-03-01,4.5
동남권,2007.03,708.4,2007-03-01,4.5
서북권,2007.03,384.2,2007-03-01,4.5
서남권,2007.03,393.8,2007-03-01,4.5
부산,2007.03,156.7,2007-03-01,4.5
대구,2007.03,162.7,2007-03-01,4.5
인천,2007.03,193.2,2007-03-01,4.5
광주,2007.03,115.1,2007-03-01,4.5
대전,2007.03,155.8,2007-03-01,4.5
울산,2007.03,161.7,2007-03-01,4.5
경기,2007.03,252.8,2007-03-01,4.5
강원,2007.03,97.7,2007-03-01,4.5
충북,2007.03,117.6,2007-03-01,4.5
충남,2007.03,127.8,2007-03-01,4.5
전북,2007.03,96.7,2007-03-01,4.5
전남,2007.03,82.0,2007-03-01,4.5
경북,2007.03,104.4,2007-03-01,4.5
경남,2007.03,129.7,2007-03-01,4.5
제주,2007.03,120.1,2007-03-01,4.5
서울,2007.04,421.8,2007-04-01,4.5
도심권,2007.04,585.4,2007-04-01,4.5
동북권,2007.04,332.7,2007-04-01,4.5
동남권,2007.04,712.5,2007-04-01,4.5
서북권,2007.04,371.5,2007-04-01,4.5
서남권,2007.04,407.8,2007-04-01,4.5
부산,2007.04,151.7,2007-04-01,4.5
대구,2007.04,162.1,2007-04-01,4.5
인천,2007.04,201.8,2007-04-01,4.5
광주,2007.04,115.7,2007-04-01,4.5
대전,2007.04,164.5,2007-04-01,4.5
울산,2007.04,169.1,2007-04-01,4.5
경기,2007.04,259.5,2007-04-01,4.5
강원,2007.04,98.1,2007-04-01,4.5
충북,2007.04,117.4,2007-04-01,4.5
충남,2007.04,128.1,2007-04-01,4.5
전북,2007.04,97.0,2007-04-01,4.5
전남,2007.04,80.5,2007-04-01,4.5
경북,2007.04,104.8,2007-04-01,4.5
경남,2007.04,129.6,2007-04-01,4.5
제주,2007.04,124.7,2007-04-01,4.5
서울,2007.05,465.0,2007-05-01,4.5
도심권,2007.05,576.1,2007-05-01,4.5
동북권,2007.05,335.9,2007-05-01,4.5
동남권,2007.05,801.1,2007-05-01,4.5
서북권,2007.05,372.5,2007-05-01,4.5
서남권,2007.05,419.2,2007-05-01,4.5
부산,2007.05,149.6,2007-05-01,4.5
대구,2007.05,162.4,2007-05-01,4.5
인천,2007.05,207.0,2007-05-01,4.5
광주,2007.05,113.9,2007-05-01,4.5
대전,2007.05,153.4,2007-05-01,4.5
울산,2007.05,155.8,2007-05-01,4.5
경기,2007.05,271.2,2007-05-01,4.5
강원,2007.05,96.8,2007-05-01,4.5
충북,2007.05,112.0,2007-05-01,4.5
충남,2007.05,127.9,2007-05-01,4.5
전북,2007.05,95.0,2007-05-01,4.5
전남,2007.05,78.2,2007-05-01,4.5
경북,2007.05,102.5,2007-05-01,4.5
경남,2007.05,126.7,2007-05-01,4.5
제주,2007.05,137.0,2007-05-01,4.5
서울,2007.06,486.0,2007-06-01,4.5
도심권,2007.06,611.1,2007-06-01,4.5
동북권,2007.06,354.5,2007-06-01,4.5
동남권,2007.06,814.3,2007-06-01,4.5
서북권,2007.06,395.7,2007-06-01,4.5
서남권,2007.06,437.5,2007-06-01,4.5
부산,2007.06,156.7,2007-06-01,4.5
대구,2007.06,164.2,2007-06-01,4.5
인천,2007.06,213.1,2007-06-01,4.5
광주,2007.06,117.7,2007-06-01,4.5
대전,2007.06,165.3,2007-06-01,4.5
울산,2007.06,165.1,2007-06-01,4.5
경기,2007.06,283.7,2007-06-01,4.5
강원,2007.06,98.4,2007-06-01,4.5
충북,2007.06,129.5,2007-06-01,4.5
충남,2007.06,133.5,2007-06-01,4.5
전북,2007.06,97.1,2007-06-01,4.5
전남,2007.06,82.4,2007-06-01,4.5
경북,2007.06,105.9,2007-06-01,4.5
경남,2007.06,137.1,2007-06-01,4.5
제주,2007.06,120.7,2007-06-01,4.5
서울,2007.07,454.8,2007-07-01,4.75
도심권,2007.07,586.8,2007-07-01,4.75
동북권,2007.07,354.4,2007-07-01,4.75
동남권,2007.07,772.1,2007-07-01,4.75
서북권,2007.07,411.0,2007-07-01,4.75
서남권,2007.07,422.6,2007-07-01,4.75
부산,2007.07,160.7,2007-07-01,4.75
대구,2007.07,166.7,2007-07-01,4.75
인천,2007.07,219.2,2007-07-01,4.75
광주,2007.07,117.9,2007-07-01,4.75
대전,2007.07,162.0,2007-07-01,4.75
울산,2007.07,167.2,2007-07-01,4.75
경기,2007.07,274.4,2007-07-01,4.75
강원,2007.07,98.9,2007-07-01,4.75
충북,2007.07,121.4,2007-07-01,4.75
충남,2007.07,131.2,2007-07-01,4.75
전북,2007.07,100.1,2007-07-01,4.75
전남,2007.07,86.1,2007-07-01,4.75
경북,2007.07,107.3,2007-07-01,4.75
경남,2007.07,173.9,2007-07-01,4.75
제주,2007.07,127.1,2007-07-01,4.75
서울,2007.08,445.0,2007-08-01,5.0
도심권,2007.08,613.7,2007-08-01,5.0
동북권,2007.08,360.4,2007-08-01,5.0
동남권,2007.08,724.5,2007-08-01,5.0
서북권,2007.08,401.1,2007-08-01,5.0
서남권,2007.08,420.8,2007-08-01,5.0
부산,2007.08,157.8,2007-08-01,5.0
대구,2007.08,165.3,2007-08-01,5.0
인천,2007.08,224.9,2007-08-01,5.0
광주,2007.08,117.7,2007-08-01,5.0
대전,2007.08,158.4,2007-08-01,5.0
울산,2007.08,164.8,2007-08-01,5.0
경기,2007.08,271.7,2007-08-01,5.0
강원,2007.08,100.7,2007-08-01,5.0
충북,2007.08,114.9,2007-08-01,5.0
충남,2007.08,125.3,2007-08-01,5.0
전북,2007.08,98.2,2007-08-01,5.0
전남,2007.08,84.0,2007-08-01,5.0
경북,2007.08,106.9,2007-08-01,5.0
경남,2007.08,137.2,2007-08-01,5.0
제주,2007.08,132.4,2007-08-01,5.0
서울,2007.09,463.0,2007-09-01,5.0
도심권,2007.09,606.2,2007-09-01,5.0
동북권,2007.09,368.7,2007-09-01,5.0
동남권,2007.09,794.2,2007-09-01,5.0
서북권,2007.09,413.7,2007-09-01,5.0
서남권,2007.09,432.7,2007-09-01,5.0
부산,2007.09,158.6,2007-09-01,5.0
대구,2007.09,166.0,2007-09-01,5.0
인천,2007.09,228.7,2007-09-01,5.0
광주,2007.09,119.5,2007-09-01,5.0
대전,2007.09,162.2,2007-09-01,5.0
울산,2007.09,166.6,2007-09-01,5.0
경기,2007.09,283.0,2007-09-01,5.0
강원,2007.09,102.6,2007-09-01,5.0
충북,2007.09,118.6,2007-09-01,5.0
충남,2007.09,133.5,2007-09-01,5.0
전북,2007.09,98.5,2007-09-01,5.0
전남,2007.09,84.4,2007-09-01,5.0
경북,2007.09,111.6,2007-09-01,5.0
경남,2007.09,141.4,2007-09-01,5.0
제주,2007.09,138.6,2007-09-01,5.0
서울,2007.11,483.2,2007-11-01,5.0
도심권,2007.11,654.4,2007-11-01,5.0
동북권,2007.11,383.6,2007-11-01,5.0
동남권,2007.11,799.6,2007-11-01,5.0
서북권,2007.11,440.8,2007-11-01,5.0
서남권,2007.11,454.3,2007-11-01,5.0
부산,2007.11,161.5,2007-11-01,5.0
대구,2007.11,168.0,2007-11-01,5.0
인천,2007.11,241.9,2007-11-01,5.0
광주,2007.11,121.0,2007-11-01,5.0
대전,2007.11,163.3,2007-11-01,5.0
울산,2007.11,161.6,2007-11-01,5.0
경기,2007.11,298.8,2007-11-01,5.0
강원,2007.11,101.9,2007-11-01,5.0
충북,2007.11,119.3,2007-11-01,5.0
충남,2007.11,130.5,2007-11-01,5.0
전북,2007.11,102.6,2007-11-01,5.0
전남,2007.11,88.8,2007-11-01,5.0
경북,2007.11,106.1,2007-11-01,5.0
경남,2007.11,141.0,2007-11-01,5.0
제주,2007.11,138.5,2007-11-01,5.0
서울,2007.12,492.7,2007-12-01,5.0
도심권,2007.12,635.4,2007-12-01,5.0
동북권,2007.12,392.6,2007-12-01,5.0
동남권,2007.12,807.7,2007-12-01,5.0
서북권,2007.12,441.2,2007-12-01,5.0
서남권,2007.12,458.0,2007-12-01,5.0
부산,2007.12,165.3,2007-12-01,5.0
대구,2007.12,169.2,2007-12-01,5.0
인천,2007.12,244.7,2007-12-01,5.0
광주,2007.12,120.3,2007-12-01,5.0
대전,2007.12,169.0,2007-12-01,5.0
울산,2007.12,166.6,2007-12-01,5.0
경기,2007.12,304.9,2007-12-01,5.0
강원,2007.12,104.0,2007-12-01,5.0
충북,2007.12,119.9,2007-12-01,5.0
충남,2007.12,130.9,2007-12-01,5.0
전북,2007.12,108.2,2007-12-01,5.0
전남,2007.12,88.5,2007-12-01,5.0
경북,2007.12,109.1,2007-12-01,5.0
경남,2007.12,144.4,2007-12-01,5.0
제주,2007.12,135.2,2007-12-01,5.0
서울,2008.01,478.2,2008-01-01,5.0
도심권,2008.01,603.9,2008-01-01,5.0
동북권,2008.01,402.2,2008-01-01,5.0
동남권,2008.01,773.4,2008-01-01,5.0
서북권,2008.01,448.6,2008-01-01,5.0
서남권,2008.01,444.6,2008-01-01,5.0
부산,2008.01,166.9,2008-01-01,5.0
대구,2008.01,168.1,2008-01-01,5.0
인천,2008.01,246.1,2008-01-01,5.0
광주,2008.01,123.0,2008-01-01,5.0
대전,2008.01,166.0,2008-01-01,5.0
울산,2008.01,165.1,2008-01-01,5.0
경기,2008.01,302.3,2008-01-01,5.0
강원,2008.01,109.1,2008-01-01,5.0
충북,2008.01,125.5,2008-01-01,5.0
충남,2008.01,132.2,2008-01-01,5.0
전북,2008.01,108.5,2008-01-01,5.0
전남,2008.01,92.6,2008-01-01,5.0
경북,2008.01,109.0,2008-01-01,5.0
경남,2008.01,145.1,2008-01-01,5.0
제주,2008.01,125.4,2008-01-01,5.0
서울,2008.1,557.9,2008-01-01,5.0
도심권,2008.1,572.0,2008-01-01,5.0
동북권,2008.1,469.4,2008-01-01,5.0
동남권,2008.1,772.6,2008-01-01,5.0
서북권,2008.1,462.1,2008-01-01,5.0
서남권,2008.1,487.2,2008-01-01,5.0
부산,2008.1,157.4,2008-01-01,5.0
대구,2008.1,164.5,2008-01-01,5.0
인천,2008.1,280.7,2008-01-01,5.0
광주,2008.1,125.1,2008-01-01,5.0
대전,2008.1,156.6,2008-01-01,5.0
울산,2008.1,158.6,2008-01-01,5.0
경기,2008.1,300.4,2008-01-01,5.0
강원,2008.1,106.3,2008-01-01,5.0
충북,2008.1,114.1,2008-01-01,5.0
충남,2008.1,138.3,2008-01-01,5.0
전북,2008.1,110.3,2008-01-01,5.0
전남,2008.1,96.3,2008-01-01,5.0
경북,2008.1,106.1,2008-01-01,5.0
경남,2008.1,143.1,2008-01-01,5.0
제주,2008.1,128.9,2008-01-01,5.0
서울,2008.02,486.6,2008-02-01,5.0
도심권,2008.02,593.4,2008-02-01,5.0
동북권,2008.02,414.3,2008-02-01,5.0
동남권,2008.02,770.1,2008-02-01,5.0
서북권,2008.02,450.0,2008-02-01,5.0
서남권,2008.02,455.8,2008-02-01,5.0
부산,2008.02,167.0,2008-02-01,5.0
대구,2008.02,166.7,2008-02-01,5.0
인천,2008.02,249.2,2008-02-01,5.0
광주,2008.02,122.6,2008-02-01,5.0
대전,2008.02,161.4,2008-02-01,5.0
울산,2008.02,169.5,2008-02-01,5.0
경기,2008.02,302.3,2008-02-01,5.0
강원,2008.02,105.4,2008-02-01,5.0
충북,2008.02,122.0,2008-02-01,5.0
충남,2008.02,133.8,2008-02-01,5.0
전북,2008.02,104.9,2008-02-01,5.0
전남,2008.02,93.3,2008-02-01,5.0
경북,2008.02,111.3,2008-02-01,5.0
경남,2008.02,141.8,2008-02-01,5.0
제주,2008.02,134.2,2008-02-01,5.0
서울,2008.03,502.5,2008-03-01,5.0
도심권,2008.03,601.2,2008-03-01,5.0
동북권,2008.03,441.4,2008-03-01,5.0
동남권,2008.03,757.1,2008-03-01,5.0
서북권,2008.03,473.8,2008-03-01,5.0
서남권,2008.03,465.1,2008-03-01,5.0
부산,2008.03,165.8,2008-03-01,5.0
대구,2008.03,167.5,2008-03-01,5.0
인천,2008.03,256.0,2008-03-01,5.0
광주,2008.03,120.4,2008-03-01,5.0
대전,2008.03,161.0,2008-03-01,5.0
울산,2008.03,170.9,2008-03-01,5.0
경기,2008.03,308.3,2008-03-01,5.0
강원,2008.03,107.3,2008-03-01,5.0
충북,2008.03,124.8,2008-03-01,5.0
충남,2008.03,133.1,2008-03-01,5.0
전북,2008.03,106.9,2008-03-01,5.0
전남,2008.03,92.9,2008-03-01,5.0
경북,2008.03,110.6,2008-03-01,5.0
경남,2008.03,139.3,2008-03-01,5.0
제주,2008.03,131.1,2008-03-01,5.0
서울,2008.04,532.5,2008-04-01,5.0
도심권,2008.04,627.3,2008-04-01,5.0
동북권,2008.04,474.4,2008-04-01,5.0
동남권,2008.04,771.9,2008-04-01,5.0
서북권,2008.04,478.4,2008-04-01,5.0
서남권,2008.04,482.0,2008-04-01,5.0
부산,2008.04,170.1,2008-04-01,5.0
대구,2008.04,167.3,2008-04-01,5.0
인천,2008.04,266.6,2008-04-01,5.0
광주,2008.04,122.3,2008-04-01,5.0
대전,2008.04,161.1,2008-04-01,5.0
울산,2008.04,172.7,2008-04-01,5.0
경기,2008.04,318.3,2008-04-01,5.0
강원,2008.04,109.8,2008-04-01,5.0
충북,2008.04,120.0,2008-04-01,5.0
충남,2008.04,134.5,2008-04-01,5.0
전북,2008.04,108.2,2008-04-01,5.0
전남,2008.04,92.3,2008-04-01,5.0
경북,2008.04,110.9,2008-04-01,5.0
